datetime,matte_west,Power
4/30/2023 12:32,1034.960449,9.292330742
4/30/2023 12:32,1125.007568,9.100517273
4/30/2023 12:32,1248.935425,8.973766327
4/30/2023 12:33,1157.987915,8.76337719
4/30/2023 12:33,1137.953125,8.64023304
4/30/2023 12:33,1113.9552,8.658143044
4/30/2023 12:33,1066.94751,8.808346748
4/30/2023 12:33,1133.991577,9.073489189
4/30/2023 12:33,1170.999146,9.30136013
4/30/2023 12:34,1000.565247,9.260074615
4/30/2023 12:35,1144.746216,9.084172249
4/30/2023 12:35,1168.626343,8.986258507
4/30/2023 12:35,1115.010132,8.951673508
4/30/2023 12:35,1164.000488,8.978821754
4/30/2023 12:35,1147.996338,8.873495102
4/30/2023 12:35,1067.940063,8.711726189
4/30/2023 12:36,1006.998657,8.605036736
4/30/2023 12:36,1138.013794,8.772203445
4/30/2023 12:36,1121.984375,9.147730827
4/30/2023 12:36,1126.999023,9.391153336
4/30/2023 12:36,1009.989014,9.403017044
4/30/2023 12:36,1217.981079,9.335751534
4/30/2023 12:37,1017.888367,9.267274857
4/30/2023 12:37,1133.969604,9.182605743
4/30/2023 12:37,1006,9.083760262
4/30/2023 12:37,1010.96405,8.984164238
4/30/2023 12:37,1122.212891,8.831325531
4/30/2023 12:38,1051.993042,8.692608833
4/30/2023 12:38,1046.978027,8.709044456
4/30/2023 12:38,1082,8.617908478
4/30/2023 12:38,1129.991577,8.497363091
4/30/2023 12:38,1127,8.514468193
4/30/2023 12:38,1119.999634,8.457370758
4/30/2023 12:39,1134.992065,8.376901627
4/30/2023 12:39,1143.994507,8.428594589
4/30/2023 12:39,1120.99231,8.793113708
4/30/2023 12:39,1034.949463,9.04737854
4/30/2023 12:39,1019.997925,8.986971855
4/30/2023 12:39,1148.921753,9.049967766
4/30/2023 12:40,1138.998779,9.041215897
4/30/2023 12:40,1030.982056,8.950745583
4/30/2023 12:40,1079.99707,8.873072624
4/30/2023 12:40,1150.95752,8.877064705
4/30/2023 12:40,1007.987366,8.862752914
4/30/2023 12:41,1184.045044,8.871060371
4/30/2023 12:41,1015.952393,8.800504684
4/30/2023 12:41,1098.214355,8.703418732
4/30/2023 12:41,1058.000244,8.764024734
4/30/2023 12:41,1030.99939,8.976759911
4/30/2023 12:41,1107.945435,9.23811245
4/30/2023 12:42,1232.008911,9.483108521
4/30/2023 12:42,1087.529053,9.52450943
4/30/2023 12:42,1104.883545,9.542334557
4/30/2023 12:42,1005.253906,9.532838821
4/30/2023 12:42,1084.010376,9.486575127
4/30/2023 12:42,1122.984863,9.409550667
4/30/2023 12:43,1208.991211,9.400343895
4/30/2023 12:43,1103.990845,9.412160873
4/30/2023 12:43,1116.003906,9.296538353
4/30/2023 12:44,1138.973145,9.097334862
4/30/2023 12:44,1079.203125,9.123254776
4/30/2023 12:44,1123.994385,9.058462143
4/30/2023 12:44,1109.99939,9.016809464
4/30/2023 12:44,1209.722534,9.03520298
4/30/2023 12:45,1095.97937,9.025964737
4/30/2023 12:45,1031.39978,8.968458176
4/30/2023 12:45,1136.99585,8.937306404
4/30/2023 12:45,1028.982056,8.973093033
4/30/2023 12:45,1167.993164,8.94374752
4/30/2023 12:45,1077.984009,8.925531387
4/30/2023 12:46,1120.982422,8.892375946
4/30/2023 12:46,1121.983521,8.840254784
4/30/2023 12:46,1147.994629,8.861767769
